ip_id,country,customer_count,transaction_count
IP_3f8383a322,IN,1,7
IP_3f84a330ea,IN,1,12
IP_3f86663547,IN,1,12
IP_3fa7e5a713,IN,1,10
IP_3fb2928b53,IN,1,15
IP_3fb2b653c2,IN,1,12
IP_3fb5240be6,IN,1,18
IP_3fc14fe569,IN,1,8
IP_3fc36cd444,IN,1,14
IP_3fcc7b9bfb,IN,1,11
IP_3fdaf34809,IN,1,12
IP_3fe8eaa135,IN,1,6
IP_3fee37ab75,IN,1,9
IP_3ffb34a5d2,IN,1,12
IP_3ffe0d95ba,IN,1,6
IP_4000d05b32,IN,1,12
IP_40027de03d,IN,1,9
IP_402065be59,IN,1,16
IP_40366ab56e,IN,1,10
IP_4038060125,SG,1,3
IP_403cd0308e,IN,1,14
IP_403ea68714,US,1,1
IP_403fb3d867,IN,1,13
IP_40407fbf8f,IN,1,7
IP_4044e5885c,IN,1,8
IP_404843538a,IN,1,13
IP_4049588a06,GB,1,1
IP_40646dda7d,US,1,3
IP_4064d185ce,IN,1,13
IP_4066d0981a,IN,1,13
IP_406c7614ae,IN,1,11
IP_4073286919,IN,1,12
IP_407c3fc15a,IN,1,17
IP_407d6940fe,IN,1,8
IP_409618e4d3,AE,1,2
IP_40a2e71021,IN,1,11
IP_40a6a7dee6,IN,1,12
IP_40baad18d8,IN,1,13
IP_40bae7adc7,SG,1,1
IP_40d87debbf,IN,1,25
IP_40dd8b7c18,IN,1,6
IP_40e2287747,IN,1,11
IP_40e7d4db65,IN,1,13
IP_40ee73e775,AE,1,2
IP_40f52669c0,IN,1,8
IP_40f6a60e3c,IN,1,19
IP_40f6de02d1,IN,1,8
IP_410c1cf21e,IN,1,10
IP_410fe5f151,IN,1,18
IP_411bec38e5,IN,1,13
IP_41266e726f,IN,1,16
IP_4134ff7fd8,IN,1,12
IP_41447114c0,IN,1,9
IP_414cc01653,IN,1,6
IP_4154a096cb,IN,1,14
IP_4160f2bbae,IN,1,10
IP_416481252b,IN,1,10
IP_417299a720,IN,1,12
IP_4174309ede,IN,1,9
IP_417d424abf,IN,1,14
IP_41837a4213,IN,1,7
IP_41990f6a84,IN,1,13
IP_419f5623cd,IN,1,11
IP_41a5a6d0e5,IN,1,7
IP_41a5dfde04,IN,1,13
IP_41b2c5a7fd,IN,1,13
IP_41bc6b8ba9,IN,1,8
IP_41c0d4e64f,IN,1,10
IP_41c1a575d2,SG,1,1
IP_41c33791dc,IN,1,13
IP_41cb67553f,IN,1,14
IP_41ce6a504b,IN,1,13
IP_41d770862f,IN,1,7
IP_41d99d08c9,IN,1,19
IP_41dc6d17ca,IN,1,8
IP_41e2fe4438,IN,1,15
IP_41ec79b769,IN,1,9
IP_41ec8fef3b,IN,1,11
IP_41ff67f0f3,IN,1,16
IP_4208fe631a,IN,1,8
IP_420b78bb83,IN,1,14
IP_4220256c16,IN,1,8
IP_422027899d,IN,1,13
IP_4223e14f5b,IN,1,29
IP_42258d4943,IN,1,9
IP_4228ddbaad,IN,1,11
IP_423ee96f36,IN,1,17
IP_423fb10503,IN,1,19
IP_4248139385,IN,1,17
IP_424bc5b388,IN,1,13
IP_426286a994,IN,1,9
IP_4263302448,IN,1,12
IP_426d59cadb,IN,1,8
IP_426df8fe94,IN,1,9
IP_428431f5eb,IN,1,11
IP_4285a5349b,IN,1,10
IP_4289803aa1,IN,1,8
IP_4291b2a04e,IN,1,11
IP_4292ccd49d,IN,1,9
IP_42980813a5,IN,1,8
IP_42984f126e,IN,1,13
IP_429c3bdf14,IN,1,17
IP_42a9d95e58,IN,1,15
IP_42aac6ddc6,IN,1,8
IP_42b3deaafe,IN,1,12
IP_42b9b40cdd,IN,1,12
IP_42bc46429e,IN,1,16
IP_42cff78f0a,IN,1,11
IP_42d172d09b,IN,1,7
IP_42d6bd5528,IN,1,24
IP_42d77385da,IN,1,15
IP_42de19a741,IN,1,13
IP_42f6f66ccf,IN,1,10
IP_42fe23d749,IN,1,7
IP_431394ca77,IN,1,12
IP_431a521bf1,IN,1,11
IP_431eb404b1,IN,1,9
IP_43359c3b7b,IN,1,13
IP_433908b495,IN,1,14
IP_433bd2c61a,IN,1,9
IP_433e4cee7d,IN,1,15
IP_4341b7831f,IN,1,13
IP_434bda907d,IN,1,15
IP_43550b5aa4,IN,1,10
IP_4356233545,IN,1,9
IP_435d0826a6,IN,1,11
IP_4363de7a64,IN,1,9
IP_43660e0a2e,IN,1,16
IP_4373e59600,IN,1,14
IP_437cbf11d0,IN,1,11
IP_4380db45ba,IN,1,21
IP_438642ace2,IN,1,19
IP_4387081c7d,IN,1,13
IP_43876044ae,IN,1,15
IP_438fba233f,IN,1,20
IP_43906dc5c3,SG,1,1
IP_4390b6544f,IN,1,7
IP_439430bc1b,IN,1,13
IP_4394cae959,IN,1,14
IP_439e966866,IN,1,9
IP_43aad76565,IN,1,14
IP_43cc06f9e6,IN,1,15
IP_43d865af8e,IN,1,9
IP_43da3fb5f4,IN,1,10
IP_43f208ba4e,IN,1,10
IP_43f3e8ed66,IN,1,12
IP_440b357ae4,IN,1,18
IP_440b5ab44f,IN,1,7
IP_440f8b2603,IN,1,14
IP_441379c4c8,IN,1,12
IP_44213b5750,IN,1,14
IP_44254e04b7,IN,1,13
IP_442a29da79,IN,1,10
IP_442e94f3e7,IN,1,15
IP_4437a4bb09,IN,1,14
IP_44454192eb,IN,1,10
IP_44479c2d22,IN,1,14
IP_444e3cd700,IN,1,10
IP_445add3334,IN,1,14
IP_445aeebd2a,IN,1,4
IP_446567f63f,IN,1,17
IP_4468966f08,IN,1,13
IP_446b217851,IN,1,8
IP_446e934acb,IN,1,4
IP_447056f2c0,IN,1,15
IP_447814addf,IN,1,8
IP_447932cc9f,IN,1,9
IP_44855b80dc,IN,1,7
IP_448c0b5727,IN,1,12
IP_449451695e,IN,1,19
IP_449d301c93,IN,1,12
IP_44adcb5f8f,IN,1,7
IP_44bdbaa61e,IN,1,10
IP_44c5cf3883,IN,1,14
IP_44df04fdb7,IN,1,12
IP_44ecfce0f8,IN,1,9
IP_44f37bb467,IN,1,9
IP_4503b2c15d,IN,1,20
IP_45066dc44d,IN,1,14
IP_4517d61ad8,IN,1,13
IP_452f9db8c8,IN,1,16
IP_453cc04a29,IN,1,14
IP_4546bb9464,IN,1,15
IP_454c1229f9,IN,1,13
IP_455857febb,IN,1,8
IP_455ba49c3c,IN,1,15
IP_455bc57bc6,US,1,3
IP_4563658da8,IN,1,11
IP_4566317057,IN,1,14
IP_457237d53a,IN,1,7
IP_457902dc1d,IN,1,13
IP_45837d1309,IN,1,10
IP_4586196a93,IN,1,13
IP_458b738f74,IN,1,10
IP_4594fb8ceb,GB,1,1
IP_45a48d0455,GB,1,1
IP_45b71ef484,IN,1,9
IP_45c3eea897,IN,1,6
IP_45c4c0cf3b,SG,1,2
IP_45ca59cd16,IN,1,13
IP_45cbd2327b,IN,1,15
IP_45d5f1b9ef,IN,1,8
IP_45f9b2e5b8,IN,1,9
IP_461520f30d,IN,1,6
IP_46158475ac,IN,1,11
IP_4631e2f60e,IN,1,11
IP_4634167da3,IN,1,7
IP_463b4b5136,IN,1,10
IP_4649cb1cde,IN,1,15
IP_464f7b275e,AE,1,1
IP_465528948a,IN,1,14
IP_465581a63d,IN,1,13
IP_465e32a0da,IN,1,15
IP_466870221d,IN,1,8
IP_466cd8e2af,IN,1,15
IP_467445e06d,IN,1,12
IP_46843529f5,IN,1,11
IP_4686cf031b,GB,1,1
IP_46960d5703,IN,1,13
IP_4696725c23,IN,1,8
IP_469b666705,IN,1,10
IP_469bb5bcd2,IN,1,7
IP_469c5067c6,IN,1,10
IP_46a23ad715,IN,1,9
IP_46a3c2af07,IN,1,11
IP_46a769a0a0,IN,1,11
IP_46b5ee5c5e,IN,1,9
IP_46c046e56c,IN,1,14
IP_46c1b418db,IN,1,14
IP_46c302ad3b,IN,1,8
IP_46c3b70827,GB,1,3
IP_46d1850005,IN,1,8
IP_46d88c9677,IN,1,11
IP_46da02c0f6,IN,1,9
IP_46db6facd7,IN,1,11
IP_46dd87d118,IN,1,9
IP_46e9953259,IN,1,13
IP_46f136a486,IN,1,6
IP_46f344eb4a,IN,1,15
IP_4706e70711,IN,1,13
IP_470b7d6370,IN,1,7
IP_470bc287ed,IN,2,7
IP_470fbab00b,IN,1,14
IP_471789691f,IN,1,16
IP_4737244531,IN,1,5
IP_473ae31886,IN,1,5
IP_473c18afec,IN,1,17
IP_4745170cc0,IN,1,10
IP_4747e4e205,IN,1,9
IP_4754511599,IN,1,13
IP_475b857b0f,IN,1,12
IP_475c87682d,IN,1,13
IP_47629d0f3e,IN,1,16
IP_476641ac13,IN,1,15
IP_476c76a84a,IN,1,8
IP_477040e6e7,IN,1,17
IP_4772109c12,IN,1,5
IP_47829edd10,IN,1,17
IP_47954d9e2e,IN,1,15
IP_47971584dd,IN,1,21
IP_47999ffb7e,IN,1,5
IP_47a1fcfe44,IN,1,11
IP_47b6a0172a,IN,1,17
IP_47baadd9af,IN,1,10
IP_47c1a8e5e0,IN,1,13
IP_47c20e5343,IN,1,8
IP_47c3e23686,IN,1,7
IP_47d4fa69e0,IN,1,10
IP_47d9311ad7,IN,1,13
IP_47ec13e789,IN,1,14
IP_47f3d9411b,IN,1,6
IP_47ffeb2dd8,SG,1,1
IP_4809293f76,IN,1,10
IP_48104c5cf2,IN,1,12
IP_48188a2614,IN,1,8
IP_4822424656,IN,1,14
IP_4825438d7d,IN,1,12
IP_482b5bf65f,IN,1,20
IP_483bd1f05d,IN,1,11
IP_484a8203a6,IN,1,20
IP_485c28a7c8,IN,1,17
IP_485d8fe07e,IN,1,11
IP_486a440c8d,IN,1,13
IP_487acee426,IN,1,8
IP_487b2f9c1b,IN,1,16
IP_487f6aed2f,IN,1,6
IP_4885035351,IN,1,11
IP_488e044b64,IN,1,15
IP_488f0b28b1,IN,1,14
IP_489324f969,IN,1,19
IP_4898c2a634,IN,1,15
IP_489d7d8caf,IN,1,23
IP_48a26b3583,IN,1,11
IP_48a32da170,IN,1,9
IP_48a8fbccb7,IN,1,18
IP_48a9d89887,IN,1,15
IP_48aa8e5d9b,IN,1,12
IP_48ab46ccdd,IN,1,8
IP_48af288451,IN,1,14
IP_48b078acf9,IN,1,20
IP_48b565d3af,IN,1,13
IP_48b57ec512,IN,1,24
IP_48bee73e4e,IN,1,11
IP_48cbe3426f,IN,1,18
IP_48cc03cdda,IN,1,10
IP_48dc1cc53b,IN,1,10
IP_48e6b5646d,IN,1,11
IP_48e84544ca,IN,1,8
IP_48ed34d3b3,IN,1,24
IP_48f3691d48,IN,1,16
IP_48f44dc0a5,AE,1,1
IP_48f47aa19c,IN,1,11
IP_4903763726,IN,1,15
IP_4903a804af,GB,1,1
IP_49134736c6,IN,1,15
IP_49183eb4f8,IN,1,16
IP_491868dbb1,IN,1,14
IP_4931e76dea,IN,1,13
IP_4936d1b7cc,IN,1,7
IP_493be93722,IN,1,13
IP_493c895372,IN,1,9
IP_493dbf403b,IN,1,9
IP_4943c0251b,IN,1,13
IP_494c240415,IN,1,9
IP_494e84c156,IN,1,9
IP_494eed33e3,IN,1,9
IP_49536d1f4d,IN,1,15
IP_49592f0bad,IN,1,17
IP_495d2b0755,IN,1,14
IP_495fca919a,IN,1,12
IP_49658590df,IN,1,21
IP_496b7c87c3,IN,1,13
IP_49884aa5eb,IN,1,10
IP_498c5339af,IN,1,11
IP_498e419bdf,IN,1,11
IP_4993ab4883,IN,1,12
IP_499a7da14c,IN,1,15
IP_499c429c1a,IN,1,12
IP_49a1773710,IN,1,12
IP_49a4c4ec28,IN,1,16
IP_49a4fb508d,IN,1,18
IP_49aab2a196,IN,1,9
IP_49b6051730,SG,1,2
IP_49dc1e2bd2,IN,1,14
IP_49dc498bde,IN,1,11
IP_49e8d43b93,IN,1,10
IP_49ea191553,IN,1,13
IP_49fd556ce9,IN,1,13
IP_4a05466fed,IN,1,8
IP_4a0839d7e1,IN,1,7
IP_4a08c954e7,IN,1,12
IP_4a0a9eafb6,AE,1,3
IP_4a1ad0574b,IN,1,17
IP_4a24528233,IN,1,9
IP_4a272c3037,IN,1,7
IP_4a2747059b,IN,1,11
IP_4a30846af3,IN,1,8
IP_4a3388fe1f,IN,1,11
IP_4a4a622f58,IN,1,8
IP_4a4bee3672,IN,1,9
IP_4a6acc589f,IN,1,13
IP_4a6e14af8a,IN,1,15
IP_4a70cdafdc,IN,1,10
IP_4a8e427fa0,IN,1,7
IP_4a97ec0e15,IN,1,11
IP_4a98e2d795,IN,1,15
IP_4a9c99bcb8,IN,1,16
IP_4a9eaf4486,IN,1,12
IP_4aa5d4aa53,IN,1,13
IP_4aa9569822,IN,1,12
IP_4ab513dfb6,IN,1,10
IP_4abcce034f,IN,1,16
IP_4abd11d8cd,IN,1,13
IP_4abf02bed5,IN,1,12
IP_4abfbc667d,IN,1,9
IP_4ac4984401,IN,1,7
IP_4ac9a58e88,IN,1,14
IP_4ad6523ea6,IN,1,8
IP_4adf998c57,IN,1,8
IP_4af288a1d5,IN,1,14
IP_4b020bf323,GB,1,1
IP_4b03b4e940,IN,1,12
IP_4b2299a78b,IN,1,10
IP_4b28b323c1,IN,1,10
IP_4b2989bedf,IN,1,19
IP_4b30fbc872,IN,1,10
IP_4b33eb91c9,IN,1,18
IP_4b3a7c2b5d,IN,1,16
IP_4b3e3a1b5f,IN,1,19
IP_4b3f43cac9,IN,1,15
IP_4b57662b1f,IN,1,9
IP_4b5d8f9e91,IN,1,10
IP_4b682f0287,IN,1,10
IP_4b72f325db,IN,1,8
IP_4b742e81ab,US,1,1
IP_4b76c42be6,IN,1,10
IP_4b869ee476,IN,1,15
IP_4b8bc46cf5,IN,1,7
IP_4b8d4fbff4,IN,1,12
IP_4b9565fbb3,IN,1,15
IP_4ba2aa81c9,IN,1,24
IP_4ba4593a70,AE,1,1
IP_4ba72d0068,IN,1,13
IP_4bac936613,IN,1,13
IP_4bb57b014d,IN,1,12
IP_4bb78dd34f,IN,1,16
IP_4bbb7f98cf,IN,1,12
IP_4bc73e42f1,IN,1,12
IP_4bc823c25b,IN,1,13
IP_4bcb34fe4c,IN,1,15
IP_4bcc9c4331,IN,1,13
IP_4bd72e3d74,IN,1,16
IP_4be5e6707b,IN,1,24
IP_4bf2bdbafb,IN,1,9
IP_4bfbffb541,IN,1,11
IP_4c007ddc22,IN,1,20
IP_4c04041bb6,IN,1,25
IP_4c0e55e57d,IN,1,14
IP_4c10f5e4d0,IN,1,22
IP_4c1b5bf86f,IN,1,10
IP_4c1ca0f142,IN,1,10
IP_4c1f1614e7,IN,1,5
IP_4c2136e8ef,IN,4,12
IP_4c241c7e65,IN,1,5
IP_4c2fd6b69f,IN,1,18
IP_4c328d08b0,IN,1,11
IP_4c3f7219d0,IN,1,9
IP_4c419d89fd,IN,1,9
IP_4c48b2a5d8,IN,1,19
IP_4c48d994ce,IN,1,10
IP_4c495f8185,IN,1,11
IP_4c49deb611,IN,1,14
IP_4c4d952a8f,IN,1,7
IP_4c5119e8ce,IN,1,11
IP_4c60e34248,IN,1,11
IP_4c658a1f1f,IN,1,9
IP_4c6fa9126e,IN,1,10
IP_4c72916bad,IN,1,12
IP_4c76fc3616,US,1,1
IP_4c8f5e87da,IN,1,12
IP_4c983e0026,IN,1,8
IP_4c9ab7536d,IN,1,8
IP_4cac4cd4b7,IN,1,23
IP_4cac677449,IN,1,11
IP_4cacdf9b82,IN,1,14
IP_4cc07f99ea,IN,1,17
IP_4cc26930b1,IN,1,14
IP_4cc93e857e,IN,1,10
IP_4ccc622317,IN,1,7
IP_4cd018f5e3,IN,1,8
IP_4cdd5dd677,IN,1,18
IP_4cdf2c01dd,IN,1,18
IP_4ce9ce6e39,US,1,3
IP_4cef5a6160,IN,1,18
IP_4cf0b492f7,IN,1,12
IP_4cf72c1910,IN,1,7
IP_4cf99a2167,IN,1,11
IP_4d038b4228,IN,1,14
IP_4d19292727,IN,1,9
IP_4d1fe188fb,IN,1,11
IP_4d204149a6,IN,1,15
IP_4d218b10b9,IN,1,15
IP_4d248df33e,IN,1,4
IP_4d2695e5c0,IN,1,7
IP_4d2e07ffc1,IN,1,9
IP_4d418d5bd3,IN,1,4
IP_4d4236071f,IN,1,9
IP_4d4c9e5a8f,IN,1,7
IP_4d566d75d8,IN,1,9
IP_4d598fbd82,IN,1,10
IP_4d71ade3ec,IN,1,13
IP_4d810a8170,IN,1,8
IP_4d8d8c9f4e,IN,1,13
IP_4d94de8c8b,IN,1,11
IP_4d97469f45,GB,1,1
IP_4da2e9a05b,IN,1,14
IP_4daa5f2a2a,IN,1,10
IP_4daeb687a3,IN,1,6
IP_4daefb367b,IN,1,7
IP_4dc2c49139,IN,1,11
IP_4dc5aa6051,IN,1,9
IP_4dc8235643,IN,1,14
IP_4dd0eb0515,IN,1,7
IP_4dd1467df5,IN,1,14
IP_4dd650a6a3,IN,1,12
IP_4ddcfa48ac,IN,1,12
IP_4de3e0f831,IN,1,10
IP_4deb79f833,IN,1,12
IP_4def0fca1d,IN,1,10
IP_4df097915b,IN,1,8
IP_4e0d61d739,IN,1,18
IP_4e1176c499,IN,1,6
IP_4e13e041a7,IN,1,6
IP_4e23047d77,IN,1,20
IP_4e25352b8a,IN,4,9
IP_4e2e46b135,IN,1,11
IP_4e2eed191e,IN,1,10
IP_4e34581dfb,GB,1,1
IP_4e39a72980,IN,1,15
IP_4e3cb05c1e,IN,1,12
IP_4e40a45c43,IN,1,21
IP_4e44e7b934,IN,1,9
IP_4e49b28667,IN,1,14
IP_4e4bc45d2c,IN,6,16
IP_4e57c29464,IN,1,7
IP_4e59e97704,IN,1,17
IP_4e5fb87724,GB,1,1
IP_4e6641388d,IN,1,13
IP_4e6ef39068,AE,1,1
IP_4e797241b3,IN,1,9
IP_4e7b9718a7,IN,1,12
IP_4e7f75c7bb,IN,1,12
IP_4e8997cbe1,IN,1,14
IP_4e8db4a807,IN,1,11
IP_4eab9acecd,IN,1,8
IP_4eaffd54c2,IN,1,24
IP_4eb0881807,IN,1,8
IP_4eb1ffe122,IN,1,7
IP_4eb5ec1114,IN,1,10
IP_4ebf6e8928,IN,10,30
IP_4ec3b7d58d,IN,1,10
IP_4ec49591ac,IN,1,8
IP_4ec866adb3,IN,1,13
IP_4ec9d13261,IN,1,16
IP_4ecccf83ef,IN,1,15
IP_4ed47890a8,IN,1,10
IP_4ed65a09ba,IN,1,9
IP_4eda366c5e,IN,1,16
IP_4ee2827b58,IN,1,13
IP_4ee50dd537,IN,1,7
IP_4ee9ad5240,IN,1,14
IP_4f03a53f3a,IN,1,14
IP_4f132ccc09,GB,1,1
IP_4f17cd87f1,IN,1,8
IP_4f19f1e4e0,IN,1,9
IP_4f1bd5bf85,IN,1,16
IP_4f2c69d604,IN,1,17
IP_4f2fee9825,IN,1,18
IP_4f39b1b771,IN,1,13
IP_4f3ea448c1,IN,1,13
IP_4f492f6137,IN,1,13
IP_4f56b016d7,IN,1,12
IP_4f56e20fc5,IN,1,12
IP_4f5b6e2166,IN,1,10
IP_4f620d0168,IN,1,8
IP_4f62743b58,IN,1,9
IP_4f6a49c667,IN,1,22
IP_4f6d61b3da,IN,1,19
IP_4f720bbd7e,IN,1,27
IP_4f7474e1e9,IN,1,15
IP_4f79f3dce6,IN,1,6
IP_4f8049fa12,IN,1,9
IP_4f831f90a2,IN,1,13
IP_4f852fb7ca,IN,1,8
IP_4f9471493f,US,1,1
IP_4f97d31705,IN,1,10
IP_4f9904388e,IN,1,14
IP_4fa65753bb,IN,1,11
IP_4fa9d9bff0,IN,1,11
IP_4fab960cae,IN,1,7
IP_4fabfe644e,IN,1,2
IP_4fb198d286,IN,1,8
IP_4fbd2a81fb,IN,1,9
IP_4fc8c9edd0,AE,1,3
IP_4fe31758a7,IN,1,13
IP_4fe95aca9b,IN,1,10
IP_4feb52b656,IN,1,14
IP_4ff5f7154d,IN,1,10
IP_4ffa6ca6be,IN,1,12
IP_500434083c,IN,1,3
IP_500b7a99db,IN,1,21
IP_5010ab1f8c,SG,1,3
IP_5024a91b76,IN,1,9
IP_50276a60c1,IN,1,12
IP_5035131e10,IN,1,12
IP_5049b2279e,IN,1,13
IP_504a59a9a1,IN,1,4
IP_504b0549d3,IN,1,9
IP_50554df82e,IN,1,11
IP_5061217dbc,IN,1,15
IP_5064a33fa3,IN,1,4
IP_5068026c23,IN,1,12
IP_506fc046c7,IN,1,19
IP_5071b9f30a,IN,1,17
IP_5073ae3f48,IN,1,8
IP_507612cf64,IN,1,10
IP_507780a949,IN,1,28
IP_507b1229cf,IN,1,12
IP_507b37300d,IN,1,16
IP_507d4bb185,IN,7,17
IP_5080f7177b,IN,1,17
IP_508e953869,IN,1,13
IP_509214d3ef,IN,1,28
IP_5093072f71,IN,1,9
IP_5099aeb273,IN,1,9
IP_509b4b58f8,IN,1,15
IP_509e26dec1,IN,1,11
IP_50a7f41df1,IN,1,9
IP_50cc1a77a3,IN,1,27
IP_50ce922ca5,IN,7,15
IP_50d94fd7c0,IN,1,10
IP_50e2037014,IN,1,11
IP_50e2ada573,IN,1,13
IP_50e7f06c6a,AE,1,1
IP_50ece271df,IN,1,10
IP_50ee9e51bc,IN,1,9
IP_50f40ddadc,SG,1,3
IP_50f52467d3,IN,1,9
IP_5102129566,IN,1,13
IP_510c5d24a3,IN,1,9
IP_510d0433ca,IN,1,15
IP_511b99cfa8,IN,1,15
IP_511f7b48cf,IN,1,11
IP_5123aef22a,IN,1,13
IP_51261c5d59,IN,1,10
IP_512e8144c8,IN,1,13
IP_5131a9a005,IN,1,20
IP_5137dba038,IN,1,10
IP_51415b382f,IN,1,11
IP_514c454a72,IN,1,9
IP_514fee03cc,IN,1,15
IP_514ff9d4a8,AE,1,1
IP_5154ba7ada,IN,1,12
IP_5154e4f235,IN,1,11
IP_51564067d9,IN,1,9
IP_51574e8a22,IN,1,11
IP_515d3879a0,IN,1,12
IP_516a905328,IN,1,13
IP_516bcbd5ad,GB,1,2
IP_517293e5af,IN,1,11
IP_51788e9789,IN,1,16
IP_518d256cac,IN,1,25
IP_5190af4d81,IN,1,14
IP_5191746695,IN,1,6
IP_5195c07c51,IN,1,8
IP_519d8f03d2,IN,1,8
IP_51b94cd043,IN,1,7
IP_51b9cabcf1,IN,1,12
IP_51c48b70b3,IN,1,10
IP_51ca2b250b,IN,1,14
IP_51d758d42c,IN,1,17
IP_51d9775e92,IN,1,8
IP_51ecd16039,IN,1,9
IP_51f2de5514,IN,1,12
IP_51f4b0e261,IN,1,16
IP_52075a4d85,IN,1,11
IP_520ca0e020,IN,1,14
IP_5220a64199,IN,1,13
IP_5228106ea9,IN,1,11
IP_523b6b2b6a,IN,1,13
IP_5244cba589,AE,1,1
IP_5246bb8e1c,IN,1,11
IP_5256cfbbfd,IN,1,18
IP_5263310f0d,IN,1,12
IP_52755c31ee,IN,1,11
IP_5277a5d4f6,IN,1,20
IP_527e242afb,IN,1,13
IP_527edf8f90,IN,1,14
IP_5286b81cda,IN,1,15
IP_528fbbd37b,IN,1,12
IP_529d0d17de,IN,1,14
IP_52a259cfd5,IN,1,9
IP_52a9d92731,IN,1,9
IP_52ac9e275b,IN,1,13
IP_52aeafa98d,IN,1,10
IP_52b04cd3c7,IN,1,21
IP_52b16c166e,IN,1,11
IP_52b9685595,IN,1,21
IP_52cbf6bc49,IN,1,17
IP_52d8e345f5,IN,1,16
IP_52dc96f1be,IN,1,10
IP_52dfcb39c3,IN,1,11
IP_52e08c7126,IN,1,11
IP_52e51740e6,IN,1,7
IP_52e5e4cd38,IN,1,14
IP_52f3f3b09d,IN,1,14
IP_53056ded5b,IN,1,17
IP_530ccc2c72,IN,1,12
IP_530dff0266,SG,1,2
IP_5315fe8f19,IN,1,12
IP_531b99937a,IN,1,15
IP_5327a78838,IN,1,9
IP_532911d5f0,IN,1,18
IP_532bbc5fd6,IN,1,14
IP_532e5feac8,IN,1,7
IP_5335721122,IN,1,12
IP_534466f2ce,IN,1,10
IP_5346b8221c,IN,1,17
IP_534a29e4ed,IN,1,11
IP_534b02bbee,IN,1,5
IP_534f6635a3,IN,1,30
IP_535302bb84,IN,1,12
IP_5356c69a95,IN,1,10
IP_5359ff4bdb,SG,1,2
IP_535cfd9047,IN,1,10
IP_53691d0a14,IN,1,8
IP_536ddf8a87,IN,1,10
IP_53748ddd26,IN,1,9
IP_537911ae6d,IN,1,10
IP_538b32dd2a,IN,1,9
IP_539014be7e,IN,4,14
IP_53965bae18,IN,1,17
IP_53982c785d,IN,1,7
IP_53992b595e,IN,1,12
IP_53a2bff64d,IN,1,9
IP_53a7458cc7,IN,1,15
IP_53a79e0208,IN,1,7
IP_53a8907000,IN,1,12
IP_53b1d0cba2,IN,1,12
IP_53b2417710,IN,1,11
IP_53c88ec04d,IN,1,15
IP_53daea6e0d,IN,1,7
IP_53dbf1f8f5,IN,1,11
IP_53df3e8b19,IN,1,8
IP_53e9584bcc,IN,1,13
IP_53eab780d6,IN,1,10
IP_53ecff43af,IN,4,10
IP_53ee381c7b,IN,1,11
IP_53eecfaa1d,IN,1,12
IP_53f270b885,IN,1,12
IP_53fa703fd0,IN,1,9
IP_54066ae1c6,IN,1,13
IP_541adb95cd,IN,1,10
IP_541be69376,IN,1,9
IP_541e892dcb,IN,1,15
IP_542dd3b654,IN,1,14
IP_543226549e,IN,1,11
IP_54388e0e20,IN,1,15
IP_545eaa66a8,IN,1,14
IP_546c7787a1,IN,1,12
IP_5470c78c53,IN,1,12
IP_5479277a23,IN,1,15
IP_547b81402e,IN,1,14
IP_547e7a737d,IN,1,12
IP_5481453a69,IN,1,9
IP_549556358d,IN,1,21
IP_5496d95916,IN,1,10
IP_5499caa9c8,IN,1,15
IP_549e203b0a,IN,1,19
IP_54a0b2196d,IN,1,15
IP_54a3bfb5bf,IN,1,10
IP_54a41258d7,IN,1,12
IP_54ac8c6a6a,IN,1,8
IP_54bf067a2d,IN,1,8
IP_54bfd60990,IN,1,11
IP_54c1fe35ab,IN,1,13
IP_54c7828a59,IN,1,14
IP_54cd9d20fe,IN,1,6
IP_54ced7dda5,US,1,1
IP_54e1889981,IN,1,7
IP_54e7ad6c8a,IN,1,18
IP_54fb01ec9a,IN,1,10
IP_54fb0c6544,IN,1,12
IP_5500a130ac,IN,1,12
IP_550ac21d5d,IN,1,10
IP_550b9e3047,IN,1,7
IP_5519054b24,IN,1,15
IP_551ce8d67b,IN,1,13
IP_552aaf5b8e,IN,1,10
IP_5535f59d69,IN,1,13
IP_55404c1634,IN,1,15
IP_5555005fc1,IN,1,14
IP_555ba22c0f,IN,1,11
IP_5565adf013,IN,1,11
IP_556ad0a122,IN,1,11
IP_557341e4bf,IN,1,12
IP_557393499e,IN,1,9
IP_557a37825b,IN,1,14
IP_557b8e9bd7,SG,1,1
IP_558200f41a,IN,1,15
IP_558c99c0ad,IN,1,11
IP_55a14ac530,IN,1,5
IP_55a678ace5,IN,1,16
IP_55b295592c,IN,1,8
IP_55b8025862,AE,1,3
IP_55bf27a0a4,IN,1,13
IP_55c375c530,IN,1,11
IP_55cb4d30c1,IN,1,8
IP_55cb54f448,IN,1,8
IP_55d404ac6e,IN,1,15
IP_55da03855a,IN,1,11
IP_55e713ee4d,IN,1,11
IP_55eaa7cb8f,IN,1,10
IP_55ee99ee00,SG,1,1
IP_55f44195be,IN,1,12
IP_55fed0dd24,IN,1,12
IP_55fff1b723,IN,1,14
IP_560ce319ae,IN,2,7
IP_560e0c07e6,IN,1,16
IP_5613d1e0cb,IN,1,15
IP_561a3b499f,IN,1,11
IP_561fb7046e,IN,1,14
IP_5620bb68ca,IN,1,5
IP_5621c9b8a0,IN,1,15
IP_5622bc5afb,IN,1,13
IP_562bc0b8d9,IN,1,8
IP_563d00425e,IN,1,10
IP_5645714ae1,IN,1,13
