customer_id,account_age_days,avg_transaction_amount,transaction_frequency_per_week,historical_chargebacks,historical_refunds,home_city,home_country
CUST_01656,1442,283.26,2.57,0,0,Delhi,IN
CUST_01657,3,843.73,1.48,0,1,Delhi,IN
CUST_01658,977,493.31,3.39,0,0,Chennai,IN
CUST_01659,272,334.34,3.32,0,0,Delhi,IN
CUST_01660,1064,268.33,2.69,0,0,Chennai,IN
CUST_01661,20,741.95,1.85,0,0,Ahmedabad,IN
CUST_01662,1425,338.89,3.12,1,0,Mumbai,IN
CUST_01663,1674,1128.88,1.52,0,2,Hyderabad,IN
CUST_01664,1762,202.55,4.03,0,0,Delhi,IN
CUST_01665,1422,591.6,5.05,0,0,Kolkata,IN
CUST_01666,979,215.26,2.04,0,0,Bangalore,IN
CUST_01667,469,371.31,3.05,0,0,Delhi,IN
CUST_01668,183,774.26,2.54,0,0,Kolkata,IN
CUST_01669,212,1048.35,1.92,0,1,Delhi,IN
CUST_01670,753,228.91,1.9,0,0,Hyderabad,IN
CUST_01671,281,1115.16,12.53,0,0,Pune,IN
CUST_01672,1585,397.85,2.37,3,3,Kolkata,IN
CUST_01673,1314,1364.11,2.02,1,0,Bangalore,IN
CUST_01674,141,372.44,1.15,0,1,Bangalore,IN
CUST_01675,1250,342.26,3.56,0,0,Mumbai,IN
CUST_01676,902,125.89,1.31,0,0,Bangalore,IN
CUST_01677,1480,117.83,0.65,2,0,Hyderabad,IN
CUST_01678,1287,300.2,6.99,0,1,Chennai,IN
CUST_01679,1884,411.46,6.41,2,1,Bangalore,IN
CUST_01680,1262,367.38,0.66,0,0,Kolkata,IN
CUST_01681,1762,607.92,3.14,0,0,Ahmedabad,IN
CUST_01682,178,414.29,1.09,0,0,Chennai,IN
CUST_01683,287,1107.97,2.21,0,0,Delhi,IN
CUST_01684,1208,433.24,4.06,0,1,Delhi,IN
CUST_01685,720,428.72,4.75,0,1,Kolkata,IN
CUST_01686,645,236.17,1.84,0,1,Kolkata,IN
CUST_01687,508,545.51,3.82,1,0,Bangalore,IN
CUST_01688,1321,760.38,1.24,0,1,Pune,IN
CUST_01689,509,355.93,6.13,0,1,Delhi,IN
CUST_01690,1596,311.82,2.13,0,0,Pune,IN
CUST_01691,1737,265.78,5.51,0,0,Mumbai,IN
CUST_01692,421,714.57,1.23,0,0,Pune,IN
CUST_01693,1532,403.07,1.56,2,0,Chennai,IN
CUST_01694,606,689.21,2.07,0,1,Kolkata,IN
CUST_01695,1606,315.59,2.61,0,0,Mumbai,IN
CUST_01696,1014,906.44,4.82,0,0,Chennai,IN
CUST_01697,231,406.18,3.06,0,0,Kolkata,IN
CUST_01698,1024,304.63,0.69,0,0,Chennai,IN
CUST_01699,1082,81.33,1.95,0,0,Delhi,IN
CUST_01700,740,546.13,1.62,0,2,Mumbai,IN
CUST_01701,271,508.38,5.81,0,0,Hyderabad,IN
CUST_01702,1763,206.19,2.98,0,0,Kolkata,IN
CUST_01703,749,905.12,0.45,1,0,Kolkata,IN
CUST_01704,1563,305.83,4.88,0,0,Bangalore,IN
CUST_01705,1955,672.88,1.25,0,0,Ahmedabad,IN
CUST_01706,35,271.33,3.54,0,0,Delhi,IN
CUST_01707,29,366.02,3.6,0,0,Delhi,IN
CUST_01708,442,287.08,7.09,0,0,Pune,IN
CUST_01709,1890,303.29,3.03,0,0,Mumbai,IN
CUST_01710,1943,277.15,0.8,0,0,Mumbai,IN
CUST_01711,1038,490.99,1.43,0,1,Kolkata,IN
CUST_01712,1288,151.12,0.9,0,0,Pune,IN
CUST_01713,868,364.16,3.31,0,2,Kolkata,IN
CUST_01714,169,240.04,1.84,0,0,Kolkata,IN
CUST_01715,569,262.16,3.86,0,0,Bangalore,IN
CUST_01716,635,594.36,1.22,0,1,Delhi,IN
CUST_01717,1048,1251.94,0.76,0,1,Delhi,IN
CUST_01718,1996,571.34,3.41,0,0,Chennai,IN
CUST_01719,1099,993.42,7.3,0,0,Bangalore,IN
CUST_01720,801,610.13,0.88,0,0,Hyderabad,IN
CUST_01721,636,635.96,1.73,0,0,Delhi,IN
CUST_01722,1495,582.3,1.65,0,0,Kolkata,IN
CUST_01723,119,243.45,5.28,0,1,Chennai,IN
CUST_01724,177,106.28,4.89,0,1,Chennai,IN
CUST_01725,238,685.36,2.51,1,1,Kolkata,IN
CUST_01726,1254,1165.6,1.98,0,0,Ahmedabad,IN
CUST_01727,634,325.1,3.82,0,0,Mumbai,IN
CUST_01728,245,426.69,9.66,0,1,Bangalore,IN
CUST_01729,1450,1140.86,1.32,0,1,Mumbai,IN
CUST_01730,1437,193.6,3.57,0,0,Bangalore,IN
CUST_01731,336,358.02,4.36,2,0,Mumbai,IN
CUST_01732,1952,971.36,5.16,0,0,Ahmedabad,IN
CUST_01733,1072,566.06,2.4,0,0,Hyderabad,IN
CUST_01734,342,700.76,3.66,0,1,Pune,IN
CUST_01735,260,450.51,1.43,0,1,Hyderabad,IN
CUST_01736,1502,417.8,5.08,2,0,Pune,IN
CUST_01737,1580,304.26,6.78,0,0,Delhi,IN
CUST_01738,687,465.57,0.25,0,0,Mumbai,IN
CUST_01739,558,253.07,6.23,0,0,Kolkata,IN
CUST_01740,539,534.36,8.91,0,0,Delhi,IN
CUST_01741,1017,603.76,3.1,0,0,Delhi,IN
CUST_01742,1047,444.5,8.1,0,0,Ahmedabad,IN
CUST_01743,114,972.2,2.89,0,0,Hyderabad,IN
CUST_01744,1760,2629.31,1.42,0,0,Ahmedabad,IN
CUST_01745,754,421.06,2.28,0,0,Bangalore,IN
CUST_01746,523,732.7,3.16,0,0,Bangalore,IN
CUST_01747,1832,1715.94,4.41,0,1,Delhi,IN
CUST_01748,468,272.15,2.18,0,0,Delhi,IN
CUST_01749,91,190.18,4.2,0,0,Mumbai,IN
CUST_01750,501,201.95,1.94,2,0,Mumbai,IN
CUST_01751,967,1163.82,7.05,0,0,Mumbai,IN
CUST_01752,785,823.43,1.57,0,1,Hyderabad,IN
CUST_01753,367,500.35,8.91,0,0,Bangalore,IN
CUST_01754,1133,473.17,1.33,0,0,Mumbai,IN
CUST_01755,460,87.35,0.46,0,0,Kolkata,IN
CUST_01756,509,239.28,1.74,0,0,Hyderabad,IN
CUST_01757,1876,694.88,4.94,1,1,Kolkata,IN
CUST_01758,556,821.97,3.69,0,0,Hyderabad,IN
CUST_01759,1171,579.83,4.68,0,1,Delhi,IN
CUST_01760,245,2274.62,1.39,0,1,Hyderabad,IN
CUST_01761,368,267.29,4.87,0,0,Mumbai,IN
CUST_01762,1648,437.35,1.23,0,0,Chennai,IN
CUST_01763,1954,487.71,0.38,0,0,Mumbai,IN
CUST_01764,142,1080.63,2.16,1,0,Kolkata,IN
CUST_01765,1774,421.94,3.1,0,0,Ahmedabad,IN
CUST_01766,1585,210.27,0.9,4,2,Pune,IN
CUST_01767,671,951.45,1.82,0,0,Pune,IN
CUST_01768,1133,389.68,0.7,3,0,Delhi,IN
CUST_01769,17,544.61,2.97,0,0,Ahmedabad,IN
CUST_01770,411,485.71,3.1,0,0,Hyderabad,IN
CUST_01771,1155,362.84,0.49,2,0,Pune,IN
CUST_01772,1515,754.96,0.54,0,0,Pune,IN
CUST_01773,951,1451.84,2.67,1,0,Chennai,IN
CUST_01774,1212,245.79,2.77,2,0,Hyderabad,IN
CUST_01775,1583,146.43,2.95,0,0,Ahmedabad,IN
CUST_01776,1501,962.38,1.33,0,0,Chennai,IN
CUST_01777,309,483.66,1.37,0,0,Chennai,IN
CUST_01778,1910,185.98,7.46,0,0,Mumbai,IN
CUST_01779,49,201.66,1.21,0,0,Kolkata,IN
CUST_01780,1110,288.07,2.63,0,2,Chennai,IN
CUST_01781,1303,807.78,5.59,0,0,Hyderabad,IN
CUST_01782,1948,586.3,2.65,0,1,Mumbai,IN
CUST_01783,3,504.09,4.41,0,0,Hyderabad,IN
CUST_01784,1739,232.39,2.66,0,1,Kolkata,IN
CUST_01785,213,2533.58,1.91,0,0,Pune,IN
CUST_01786,1086,479.18,0.65,0,0,Chennai,IN
CUST_01787,860,207.78,0.33,0,2,Chennai,IN
CUST_01788,1969,162.76,4.44,0,1,Ahmedabad,IN
CUST_01789,1992,392.44,1.09,0,0,Mumbai,IN
CUST_01790,1458,798.24,1.4,0,0,Bangalore,IN
CUST_01791,191,475.65,1.21,0,1,Pune,IN
CUST_01792,1887,547.15,2.69,0,1,Mumbai,IN
CUST_01793,1838,389.19,2.78,0,0,Chennai,IN
CUST_01794,1436,648.62,3.49,0,0,Kolkata,IN
CUST_01795,939,740.91,1.72,0,0,Hyderabad,IN
CUST_01796,1190,303.49,1.43,3,0,Delhi,IN
CUST_01797,1036,365.98,5.16,1,1,Delhi,IN
CUST_01798,1306,930.36,2.75,0,0,Bangalore,IN
CUST_01799,154,861.47,0.84,0,0,Kolkata,IN
CUST_01800,891,2423.77,1.19,0,0,Mumbai,IN
CUST_01801,485,479.4,0.41,0,0,Bangalore,IN
CUST_01802,535,542.48,13.48,0,0,Pune,IN
CUST_01803,1897,127.54,1.41,0,0,Hyderabad,IN
CUST_01804,1436,462.03,2.53,0,0,Kolkata,IN
CUST_01805,652,265.87,6.32,0,0,Hyderabad,IN
CUST_01806,557,288.22,0.89,1,0,Ahmedabad,IN
CUST_01807,153,220.48,3.03,0,1,Chennai,IN
CUST_01808,279,723.99,7.86,0,1,Chennai,IN
CUST_01809,319,1462.15,0.28,0,0,Delhi,IN
CUST_01810,337,574.25,1.73,0,0,Delhi,IN
CUST_01811,955,283.94,0.66,0,1,Ahmedabad,IN
CUST_01812,833,380.6,2.94,0,0,Hyderabad,IN
CUST_01813,1098,281.09,0.12,0,1,Delhi,IN
CUST_01814,1976,727.21,1.52,0,0,Hyderabad,IN
CUST_01815,926,264.23,0.56,0,0,Chennai,IN
CUST_01816,949,272.46,4.76,0,0,Pune,IN
CUST_01817,1746,592.73,2.21,1,0,Pune,IN
CUST_01818,186,2610.25,4.47,0,0,Delhi,IN
CUST_01819,1654,530.43,6.27,0,0,Bangalore,IN
CUST_01820,1693,531.14,0.94,0,1,Pune,IN
CUST_01821,441,838.84,1.81,0,1,Mumbai,IN
CUST_01822,304,604.06,1.64,0,0,Hyderabad,IN
CUST_01823,1457,503.47,2.09,0,0,Delhi,IN
CUST_01824,1984,257.2,6.03,0,1,Chennai,IN
CUST_01825,812,554.77,3.85,0,1,Hyderabad,IN
CUST_01826,1387,963.48,1.33,0,0,Mumbai,IN
CUST_01827,533,1582.73,3.14,0,0,Pune,IN
CUST_01828,64,2095.94,4.05,2,0,Bangalore,IN
CUST_01829,1751,408.08,2.31,0,0,Kolkata,IN
CUST_01830,1139,273.23,2.45,0,1,Ahmedabad,IN
CUST_01831,194,1365.71,1.51,0,0,Chennai,IN
CUST_01832,209,165.48,3.15,0,0,Ahmedabad,IN
CUST_01833,249,782.72,1.06,0,1,Bangalore,IN
CUST_01834,127,337.98,0.56,0,1,Mumbai,IN
CUST_01835,268,346.39,1.78,0,1,Chennai,IN
CUST_01836,1687,293.8,0.29,0,0,Chennai,IN
CUST_01837,763,291.68,3.07,0,2,Kolkata,IN
CUST_01838,1193,659.99,1.43,0,0,Delhi,IN
CUST_01839,1879,681.11,5.27,0,0,Pune,IN
CUST_01840,45,335.78,3.27,0,0,Delhi,IN
CUST_01841,405,970.36,5.93,0,0,Delhi,IN
CUST_01842,1658,3015.55,3.63,0,0,Ahmedabad,IN
CUST_01843,189,378.5,0.6,0,1,Bangalore,IN
CUST_01844,251,203.58,4.05,0,1,Hyderabad,IN
CUST_01845,1930,231.44,7.13,0,0,Mumbai,IN
CUST_01846,104,659.23,5.36,0,0,Ahmedabad,IN
CUST_01847,1893,341.38,6.95,0,0,Bangalore,IN
CUST_01848,1683,678.36,1.83,5,0,Kolkata,IN
CUST_01849,1017,133.27,2.66,0,0,Kolkata,IN
CUST_01850,784,838.13,4.29,1,1,Mumbai,IN
CUST_01851,354,248.06,2.03,0,0,Kolkata,IN
CUST_01852,440,1050.98,0.57,0,0,Hyderabad,IN
CUST_01853,564,386.57,2.01,0,0,Bangalore,IN
CUST_01854,914,1168.65,2.03,0,0,Pune,IN
CUST_01855,71,311.22,0.57,0,0,Bangalore,IN
CUST_01856,1326,422.26,1.04,0,0,Chennai,IN
CUST_01857,1022,359.28,5.24,0,1,Pune,IN
CUST_01858,1808,570.9,0.5,0,1,Kolkata,IN
CUST_01859,125,302.44,1.6,2,0,Ahmedabad,IN
CUST_01860,573,412.21,5.7,0,0,Delhi,IN
CUST_01861,282,433.38,1.28,0,1,Kolkata,IN
CUST_01862,409,347.73,4.71,0,1,Kolkata,IN
CUST_01863,1292,308.52,1.89,0,0,Chennai,IN
CUST_01864,784,845.19,3.21,0,0,Mumbai,IN
CUST_01865,983,934.91,0.44,0,0,Hyderabad,IN
CUST_01866,705,332.64,3.04,0,1,Ahmedabad,IN
CUST_01867,796,484.26,2.0,0,1,Hyderabad,IN
CUST_01868,369,105.54,5.41,3,0,Pune,IN
CUST_01869,654,260.15,2.84,0,0,Mumbai,IN
CUST_01870,61,1111.63,1.21,0,0,Chennai,IN
CUST_01871,120,160.24,2.0,0,0,Pune,IN
CUST_01872,1085,514.56,1.1,0,0,Ahmedabad,IN
CUST_01873,1571,417.68,1.92,0,0,Hyderabad,IN
CUST_01874,1995,1279.55,1.96,2,1,Chennai,IN
CUST_01875,206,136.03,1.23,0,0,Bangalore,IN
CUST_01876,1346,228.75,2.37,4,0,Chennai,IN
CUST_01877,546,441.45,8.08,0,1,Chennai,IN
CUST_01878,1565,754.54,1.57,0,0,Mumbai,IN
CUST_01879,1180,781.95,0.94,0,0,Chennai,IN
CUST_01880,727,888.57,2.55,0,1,Kolkata,IN
CUST_01881,361,372.42,0.99,0,3,Bangalore,IN
CUST_01882,1214,194.13,0.21,0,0,Chennai,IN
CUST_01883,1652,1058.36,0.59,0,2,Hyderabad,IN
CUST_01884,1872,582.74,4.21,0,0,Hyderabad,IN
CUST_01885,1441,514.7,1.23,0,1,Mumbai,IN
CUST_01886,1941,214.55,1.81,1,1,Hyderabad,IN
CUST_01887,1154,494.12,3.83,0,0,Bangalore,IN
CUST_01888,1714,168.67,5.45,0,0,Chennai,IN
CUST_01889,1111,193.66,1.99,0,0,Ahmedabad,IN
CUST_01890,360,288.61,4.61,3,0,Pune,IN
CUST_01891,78,316.1,0.97,0,0,Ahmedabad,IN
CUST_01892,116,330.56,0.84,4,0,Delhi,IN
CUST_01893,1233,57.41,4.33,0,1,Chennai,IN
CUST_01894,41,435.15,4.0,0,0,Chennai,IN
CUST_01895,2,177.74,1.77,0,2,Ahmedabad,IN
CUST_01896,1880,531.09,1.89,0,2,Hyderabad,IN
CUST_01897,1652,660.5,3.26,0,1,Chennai,IN
CUST_01898,698,625.95,2.39,1,1,Bangalore,IN
CUST_01899,1882,302.38,1.07,0,1,Bangalore,IN
CUST_01900,122,836.28,2.09,3,2,Hyderabad,IN
CUST_01901,303,793.35,2.24,0,1,Mumbai,IN
CUST_01902,1586,616.45,0.65,0,1,Bangalore,IN
CUST_01903,1734,458.94,1.68,3,0,Delhi,IN
CUST_01904,1968,975.77,6.31,0,2,Hyderabad,IN
CUST_01905,766,442.28,1.18,0,2,Delhi,IN
CUST_01906,1201,480.29,4.01,0,1,Kolkata,IN
CUST_01907,690,488.55,7.01,0,0,Delhi,IN
CUST_01908,661,605.15,3.01,0,1,Pune,IN
CUST_01909,1999,523.31,1.53,0,0,Bangalore,IN
CUST_01910,1500,379.42,1.65,5,2,Bangalore,IN
CUST_01911,1622,78.77,0.74,0,0,Kolkata,IN
CUST_01912,1330,351.56,5.29,0,0,Ahmedabad,IN
CUST_01913,357,1128.82,5.09,1,1,Hyderabad,IN
CUST_01914,458,92.85,4.24,1,2,Hyderabad,IN
CUST_01915,775,188.35,4.88,0,0,Bangalore,IN
CUST_01916,1504,369.55,5.05,1,0,Pune,IN
CUST_01917,261,183.48,2.24,0,0,Pune,IN
CUST_01918,1493,450.35,1.44,0,2,Bangalore,IN
CUST_01919,1944,1490.53,1.79,0,0,Mumbai,IN
CUST_01920,1743,553.23,0.67,0,1,Kolkata,IN
CUST_01921,373,606.01,3.1,0,0,Mumbai,IN
CUST_01922,1887,236.07,0.1,0,0,Hyderabad,IN
CUST_01923,1310,284.07,1.27,0,0,Chennai,IN
CUST_01924,1919,541.8,4.19,1,0,Delhi,IN
CUST_01925,289,413.04,4.04,0,0,Ahmedabad,IN
CUST_01926,1527,701.49,3.92,0,2,Hyderabad,IN
CUST_01927,488,757.39,0.18,0,0,Delhi,IN
CUST_01928,655,292.32,1.43,0,0,Hyderabad,IN
CUST_01929,1303,319.0,4.57,0,0,Bangalore,IN
CUST_01930,1683,1078.19,2.53,0,0,Delhi,IN
CUST_01931,915,422.52,1.45,0,0,Hyderabad,IN
CUST_01932,544,1237.51,2.93,1,1,Mumbai,IN
CUST_01933,512,680.62,5.96,0,0,Chennai,IN
CUST_01934,718,235.34,1.88,4,0,Delhi,IN
CUST_01935,1612,775.21,0.49,0,1,Pune,IN
CUST_01936,1476,1160.68,2.14,0,0,Delhi,IN
CUST_01937,99,1617.77,0.16,0,0,Mumbai,IN
CUST_01938,898,349.19,6.05,2,0,Kolkata,IN
CUST_01939,1985,1360.87,1.32,0,1,Kolkata,IN
CUST_01940,1812,471.3,0.61,0,1,Bangalore,IN
CUST_01941,1010,845.17,2.6,0,1,Kolkata,IN
CUST_01942,720,237.02,2.45,0,0,Kolkata,IN
CUST_01943,208,651.16,2.04,2,0,Kolkata,IN
CUST_01944,1616,503.73,4.09,0,1,Ahmedabad,IN
CUST_01945,334,360.37,3.21,1,1,Chennai,IN
CUST_01946,151,491.79,1.6,0,0,Ahmedabad,IN
CUST_01947,604,352.66,0.9,0,1,Mumbai,IN
CUST_01948,653,308.68,2.89,0,0,Mumbai,IN
CUST_01949,1950,606.64,0.76,0,0,Pune,IN
CUST_01950,152,1556.94,3.34,0,1,Delhi,IN
CUST_01951,349,377.17,6.7,0,0,Hyderabad,IN
CUST_01952,330,1130.37,6.83,0,1,Kolkata,IN
CUST_01953,1121,576.57,3.6,0,0,Delhi,IN
CUST_01954,693,1082.96,0.42,0,0,Delhi,IN
CUST_01955,1443,179.38,4.08,0,1,Ahmedabad,IN
CUST_01956,884,424.23,4.89,2,0,Mumbai,IN
CUST_01957,1244,437.78,4.3,0,1,Bangalore,IN
CUST_01958,322,924.33,2.57,0,0,Kolkata,IN
CUST_01959,208,560.4,1.78,0,0,Mumbai,IN
CUST_01960,421,1019.46,2.68,3,0,Hyderabad,IN
CUST_01961,839,286.12,2.44,0,0,Chennai,IN
CUST_01962,1353,647.59,2.21,0,0,Pune,IN
CUST_01963,610,1989.63,1.72,0,0,Pune,IN
CUST_01964,197,1637.84,2.32,0,1,Chennai,IN
CUST_01965,805,1396.71,5.33,0,0,Mumbai,IN
CUST_01966,315,293.44,4.58,0,0,Ahmedabad,IN
CUST_01967,739,960.43,4.47,0,0,Mumbai,IN
CUST_01968,876,2120.27,1.01,0,1,Mumbai,IN
CUST_01969,604,394.0,3.71,0,1,Delhi,IN
CUST_01970,409,67.82,6.16,0,0,Ahmedabad,IN
CUST_01971,53,1509.2,3.76,0,1,Delhi,IN
CUST_01972,350,1357.58,4.79,0,0,Chennai,IN
CUST_01973,168,151.83,1.97,0,0,Pune,IN
CUST_01974,1729,999.44,2.42,0,0,Ahmedabad,IN
CUST_01975,632,374.79,3.0,0,0,Delhi,IN
CUST_01976,965,495.3,0.59,0,1,Kolkata,IN
CUST_01977,1833,1299.64,1.73,1,2,Ahmedabad,IN
CUST_01978,187,146.76,6.07,0,1,Pune,IN
CUST_01979,379,1125.45,9.03,0,2,Kolkata,IN
CUST_01980,1814,195.73,2.54,0,1,Hyderabad,IN
CUST_01981,757,230.68,2.75,0,0,Kolkata,IN
CUST_01982,913,253.2,1.89,0,0,Bangalore,IN
CUST_01983,540,329.11,1.33,0,0,Mumbai,IN
CUST_01984,953,1186.31,1.65,0,0,Ahmedabad,IN
CUST_01985,464,338.7,1.3,0,0,Pune,IN
CUST_01986,1156,621.51,0.97,0,1,Pune,IN
CUST_01987,310,601.71,2.78,0,0,Mumbai,IN
CUST_01988,176,372.44,1.32,0,1,Delhi,IN
CUST_01989,1656,439.84,2.45,2,1,Hyderabad,IN
CUST_01990,1989,513.3,1.5,0,0,Kolkata,IN
CUST_01991,1134,2556.11,1.58,0,0,Chennai,IN
CUST_01992,1722,286.74,8.27,0,0,Mumbai,IN
CUST_01993,1677,139.45,3.05,0,0,Kolkata,IN
CUST_01994,1978,897.59,3.35,4,1,Kolkata,IN
CUST_01995,1173,634.75,3.17,0,1,Ahmedabad,IN
CUST_01996,976,675.43,2.03,0,1,Chennai,IN
CUST_01997,162,317.6,2.64,0,0,Pune,IN
CUST_01998,1849,363.69,7.54,0,1,Kolkata,IN
CUST_01999,1029,733.07,0.98,0,0,Mumbai,IN
CUST_02000,247,360.12,0.81,0,0,Bangalore,IN
CUST_02001,355,189.11,0.91,0,0,Ahmedabad,IN
CUST_02002,1991,445.23,2.58,0,0,Bangalore,IN
CUST_02003,1656,377.9,4.16,4,1,Chennai,IN
CUST_02004,259,739.18,6.35,0,0,Chennai,IN
CUST_02005,868,206.02,3.65,0,1,Mumbai,IN
CUST_02006,1400,142.83,3.28,0,0,Delhi,IN
CUST_02007,414,694.45,4.27,0,0,Kolkata,IN
CUST_02008,1709,486.62,1.05,0,1,Bangalore,IN
CUST_02009,655,100.62,2.12,0,0,Pune,IN
CUST_02010,179,429.64,0.98,0,1,Delhi,IN
CUST_02011,1140,969.31,1.41,0,0,Kolkata,IN
CUST_02012,1131,503.01,3.64,0,0,Kolkata,IN
CUST_02013,1755,326.83,2.16,0,0,Hyderabad,IN
CUST_02014,1065,531.15,1.93,0,0,Pune,IN
CUST_02015,1879,165.56,12.98,0,0,Ahmedabad,IN
CUST_02016,1611,802.96,1.21,0,1,Mumbai,IN
CUST_02017,231,183.54,3.27,0,0,Kolkata,IN
CUST_02018,307,502.92,4.11,0,0,Kolkata,IN
CUST_02019,1161,892.83,0.76,0,0,Bangalore,IN
CUST_02020,1895,447.35,3.83,0,0,Delhi,IN
CUST_02021,1153,3537.55,0.14,0,0,Delhi,IN
CUST_02022,1610,157.92,2.18,0,1,Delhi,IN
CUST_02023,1777,672.01,14.58,0,0,Pune,IN
CUST_02024,1798,411.28,3.31,0,0,Hyderabad,IN
CUST_02025,541,801.72,5.54,0,1,Kolkata,IN
CUST_02026,1342,542.25,2.27,1,0,Kolkata,IN
CUST_02027,1172,95.9,5.3,0,0,Ahmedabad,IN
CUST_02028,77,1352.03,1.08,0,1,Ahmedabad,IN
CUST_02029,565,591.09,0.13,0,0,Bangalore,IN
CUST_02030,295,795.45,2.24,6,0,Kolkata,IN
CUST_02031,80,273.13,2.57,0,0,Kolkata,IN
CUST_02032,1822,594.68,1.44,0,0,Kolkata,IN
CUST_02033,1415,405.13,1.51,0,0,Hyderabad,IN
CUST_02034,101,152.61,0.4,0,0,Chennai,IN
CUST_02035,1886,604.08,0.91,0,0,Ahmedabad,IN
CUST_02036,1838,875.14,4.04,0,1,Pune,IN
CUST_02037,42,1701.89,0.8,0,0,Hyderabad,IN
CUST_02038,1675,325.74,0.61,0,2,Hyderabad,IN
CUST_02039,637,1819.09,4.17,0,0,Pune,IN
CUST_02040,1727,336.42,0.35,0,0,Pune,IN
CUST_02041,1758,659.07,3.0,0,0,Ahmedabad,IN
CUST_02042,1992,354.55,1.12,0,0,Delhi,IN
CUST_02043,276,1481.21,0.19,0,0,Chennai,IN
CUST_02044,1996,342.87,5.24,0,0,Pune,IN
CUST_02045,1586,204.2,1.91,0,1,Ahmedabad,IN
CUST_02046,552,140.37,2.21,0,1,Hyderabad,IN
CUST_02047,1239,573.81,1.44,0,2,Kolkata,IN
CUST_02048,385,375.94,0.68,0,0,Delhi,IN
CUST_02049,433,1163.82,0.49,0,0,Ahmedabad,IN
CUST_02050,1518,643.26,2.69,0,0,Kolkata,IN
CUST_02051,1556,242.03,4.04,0,1,Ahmedabad,IN
CUST_02052,1682,172.37,0.66,0,0,Hyderabad,IN
CUST_02053,1056,351.55,1.88,0,0,Mumbai,IN
CUST_02054,135,185.05,0.56,0,1,Bangalore,IN
CUST_02055,1454,1133.71,6.95,0,0,Pune,IN
CUST_02056,278,505.87,5.27,0,2,Kolkata,IN
CUST_02057,356,2130.48,2.43,0,0,Mumbai,IN
CUST_02058,1793,443.02,5.17,0,0,Chennai,IN
CUST_02059,1715,433.28,0.92,0,0,Chennai,IN
CUST_02060,511,1587.54,1.13,0,3,Mumbai,IN
CUST_02061,935,528.86,3.52,0,1,Mumbai,IN
CUST_02062,1881,418.03,1.14,0,0,Mumbai,IN
CUST_02063,1444,1055.77,2.93,0,1,Hyderabad,IN
CUST_02064,562,774.43,0.92,0,0,Chennai,IN
CUST_02065,1687,552.33,0.96,0,0,Hyderabad,IN
CUST_02066,1035,144.51,1.18,0,0,Ahmedabad,IN
CUST_02067,1302,588.51,1.13,0,0,Kolkata,IN
CUST_02068,1396,250.46,1.25,0,0,Delhi,IN
CUST_02069,496,441.21,1.6,0,0,Mumbai,IN
CUST_02070,1002,1589.87,3.46,0,0,Hyderabad,IN
CUST_02071,364,1274.39,7.82,0,0,Ahmedabad,IN
CUST_02072,1202,195.47,4.31,0,0,Ahmedabad,IN
CUST_02073,706,401.64,1.8,0,1,Hyderabad,IN
CUST_02074,1716,695.77,4.49,0,0,Bangalore,IN
CUST_02075,1534,228.36,0.43,0,0,Pune,IN
CUST_02076,584,542.19,2.55,0,0,Delhi,IN
CUST_02077,792,806.05,1.61,0,0,Mumbai,IN
CUST_02078,334,452.06,3.86,0,0,Mumbai,IN
CUST_02079,1756,2312.06,1.52,0,0,Chennai,IN
CUST_02080,1326,504.93,0.67,0,0,Chennai,IN
CUST_02081,1388,751.5,4.38,0,0,Chennai,IN
CUST_02082,552,624.26,1.52,0,0,Chennai,IN
CUST_02083,1052,456.65,1.84,0,0,Kolkata,IN
CUST_02084,1771,673.77,1.46,0,0,Mumbai,IN
CUST_02085,971,604.9,0.82,0,0,Mumbai,IN
CUST_02086,1326,582.83,3.56,0,0,Bangalore,IN
CUST_02087,1232,526.37,0.98,0,0,Bangalore,IN
CUST_02088,459,1500.09,1.55,0,0,Mumbai,IN
CUST_02089,1246,698.56,4.26,0,1,Pune,IN
CUST_02090,1460,244.98,3.65,0,0,Pune,IN
CUST_02091,868,403.66,3.96,0,1,Pune,IN
CUST_02092,1745,683.73,0.85,2,2,Kolkata,IN
CUST_02093,941,309.48,0.99,0,0,Hyderabad,IN
CUST_02094,447,424.15,4.5,0,0,Pune,IN
CUST_02095,619,129.63,1.58,0,0,Ahmedabad,IN
CUST_02096,1198,472.91,3.47,0,0,Kolkata,IN
CUST_02097,16,216.1,2.96,0,1,Delhi,IN
CUST_02098,1150,2264.24,2.9,0,1,Hyderabad,IN
CUST_02099,612,928.48,2.25,0,1,Pune,IN
CUST_02100,987,2820.1,2.0,0,0,Delhi,IN
CUST_02101,689,455.98,1.98,0,0,Delhi,IN
CUST_02102,1312,124.48,1.53,0,1,Pune,IN
CUST_02103,1765,296.88,1.63,0,0,Hyderabad,IN
CUST_02104,535,181.49,2.64,0,0,Pune,IN
CUST_02105,386,298.82,2.81,0,0,Pune,IN
CUST_02106,1060,874.95,4.44,0,0,Bangalore,IN
CUST_02107,1843,405.36,8.96,0,0,Chennai,IN
CUST_02108,1650,532.03,1.78,0,0,Mumbai,IN
CUST_02109,1353,102.66,2.51,0,1,Kolkata,IN
CUST_02110,1395,1292.1,5.04,0,0,Hyderabad,IN
CUST_02111,1478,1128.61,1.39,0,0,Bangalore,IN
CUST_02112,1343,519.13,5.06,0,0,Mumbai,IN
